Statement,Link,Date,Source,Label
"The Senate immigration bill ""unleashes a massive increase in overall immigration. … We're talking about a population increase under the Senate bill of over 70 million people in 20 years.""",https://www.politifact.com/factchecks/2013/jul/09/dan-stein/dan-stein-says-senate-immigration-bill-would-add-7/,"July 9, 2013",Dan Stein,false
"""Every major religion is opposed to same-sex marriage.""",https://www.politifact.com/factchecks/2013/jul/09/phil-burress/phil-burress-says-all-major-religions-are-against-/,"July 9, 2013",Phil Burress,half-true
Women in the United States are paid about 70 percent of what men earn for the same work.,https://www.politifact.com/factchecks/2013/jul/09/jimmy-carter/carter-trips-over-details-gender-wage-gap/,"July 9, 2013",Jimmy Carter,barely-true
"""We're already seeing bakers and florists and photographers forced to participate in same-sex marriages under the threat of law and in some cases even jail.""",https://www.politifact.com/factchecks/2013/jul/08/tony-perkins/wedding-vendors-have-been-forced-participate-same-/,"July 8, 2013",Tony Perkins,half-true
"Says under the Senate immigration bill, newly legalized immigrants will ""pay every tax possible, but you don’t get a single benefit"" for 10 years.",https://www.politifact.com/factchecks/2013/jul/08/luis-gutierrez/senate-bill-says-undocumented-immigr/,"July 8, 2013",Luis Gutierrez,mostly-true
"""In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.""",https://www.politifact.com/factchecks/2013/jul/08/gabrielle-giffords/gabrielle-giffords-says-nh-republicans-gun-owners-/,"July 8, 2013",Gabrielle Giffords,mostly-true
"Says Ken Cuccinelli ""attacked churches for helping the poor.""",https://www.politifact.com/factchecks/2013/jul/08/paul-begala/begala-says-cuccinelli-attacked-churches-helping-p/,"July 8, 2013",Paul Begala,false
"""It is against the law for the NSA to record or monitor Americans’ phone calls without getting a specific FISA warrant to do so.""",https://www.politifact.com/factchecks/2013/jul/08/lynn-westmoreland/phone-call-surveillance-policy-no-mystery-congress/,"July 8, 2013",Lynn Westmoreland,true
Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,https://www.politifact.com/factchecks/2013/jul/07/barbara-buono/barbara-buono-claims-state-spending-was-lower-fy20/,"July 7, 2013",Barbara Buono,true
"""Currently, it takes up to 25 years to obtain U.S. citizenship legally"" but the Senate bill ""would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years.""",https://www.politifact.com/factchecks/2013/jul/07/jim-sensenbrenner/rep-jim-sensenbrenner-says-it-takes-25-years-obtai/,"July 7, 2013",Jim Sensenbrenner,half-true
"Rhode Island's graduated driving license ""has saved hundreds of lives.""",https://www.politifact.com/factchecks/2013/jul/07/joseph-mcnamara/rep-joseph-mcnamara-says-graduated-license-require/,"July 7, 2013",Joseph McNamara,false
"Says Florida ""rubber-stamped phony horse racing.""",https://www.politifact.com/factchecks/2013/jul/05/united-florida-horsemen/horse-breeders-owners-call-out-florida-regulators-/,"July 5, 2013",United Florida Horsemen,half-true
"""Abortion is the second-most conducted surgical procedure in this country.""",https://www.politifact.com/factchecks/2013/jul/05/rick-perry/rick-perry-says-abortions-are-nations-second-most-/,"July 5, 2013",Rick Perry,pants-fire
"""About 95 percent of (Ohio’s) electricity comes from burning coal.""",https://www.politifact.com/factchecks/2013/jul/05/john-boehner/house-speaker-john-boehner-says-almost-all-ohios-e/,"July 5, 2013",John Boehner,half-true
"Says President Obama has cracked down ""on employers who are attracting undocumented immigrants and hiring them more than any previous president.""",https://www.politifact.com/factchecks/2013/jul/03/debbie-wasserman-schultz/obama-holds-record-cracking-down-employers-who-hir/,"July 3, 2013",Debbie Wasserman Schultz,half-true
"In South Florida, ""we've had nine inches of sea-level rise since the 1920s.""",https://www.politifact.com/factchecks/2013/jul/03/debbie-wasserman-schultz/debbie-wasserman-schultz-says-south-florida-weve-h/,"July 3, 2013",Debbie Wasserman Schultz,true
"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators.",https://www.politifact.com/factchecks/2013/jul/03/sarah-ponder/austinite-says-800000-cost-special-session-could-p/,"July 3, 2013",Sarah Ponder,mostly-true
"Says Terry McAuliffe ""opposes"" Virginia’s right-to-work law.",https://www.politifact.com/factchecks/2013/jul/03/ken-cuccinelli/cuccinelli-says-mcauliffe-opposes-virginias-right-/,"July 3, 2013",Ken Cuccinelli,false
"""When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.""",https://www.politifact.com/factchecks/2013/jul/03/david-clarke-jr/milwaukee-county-sheriff-david-clarke-says-4-homic/,"July 3, 2013",David A. Clarke Jr.,false
Bob Barr has changed his position on the Defense of Marriage Act over the years.,https://www.politifact.com/factchecks/2013/jul/03/ed-lindsey/barr-has-not-always-been-faithful-doma/,"July 3, 2013",Edward Lindsey,true
"""Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid"" in fiscal year 2014.",https://www.politifact.com/factchecks/2013/jul/02/todd-young/rep-todd-young-says-social-security-medicare-medic/,"July 2, 2013",Todd Young,false
Michelle Nunn has praised the Occupy movement.,https://www.politifact.com/factchecks/2013/jul/02/national-republican-senatorial-committee/gop-group-takes-potential-candidate/,"July 2, 2013",National Republican Senatorial Committee,barely-true
"If it is enacted, the Senate immigration bill is ""going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.""",https://www.politifact.com/factchecks/2013/jul/01/bill-maher/bill-maher-said-immigration-bill-will-make-border-/,"July 1, 2013",Bill Maher,true
"""President Obama has the most border patrols and border security deployed at the border of any previous president.""",https://www.politifact.com/factchecks/2013/jul/01/debbie-wasserman-schultz/more-border-security-and-patrols-under-obama-previ/,"July 1, 2013",Debbie Wasserman Schultz,mostly-true
"""In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)""",https://www.politifact.com/factchecks/2013/jul/01/joe-manchin/sen-joe-manchin-says-1999s-nra-supported-expanded-/,"July 1, 2013",Joe Manchin,mostly-true
"""In 1960, most black children were raised in two-parent, monogamous families."" Today ""we have only 20 percent of black children being raised in two-parent, monogamous families...""",https://www.politifact.com/factchecks/2013/jul/01/ew-jackson/ew-jackson-says-20-percent-black-children-are-bein/,"July 1, 2013",E.W. Jackson,mostly-true
"""(T)he United States government and its Constitution says that people can be put to death.""",https://www.politifact.com/factchecks/2013/jul/01/jimmy-carter/carter-correct-death-penalty-claim/,"July 1, 2013",Jimmy Carter,true
"""Not one tax has been raised since I've been governor.""",https://www.politifact.com/factchecks/2013/jun/30/chris-christie/chris-christie-claims-there-have-been-no-tax-incre/,"June 30, 2013",Chris Christie,half-true
"""Seventy-four percent of Rhode Islanders support [a] national popular vote [for president] because they, as I, believe in one person-one vote.""",https://www.politifact.com/factchecks/2013/jun/30/raymond-gallison/ri-rep-raymond-gallison-says-74-percent-rhode-isla/,"June 30, 2013",Raymond Gallison,half-true
"Says ""the mandate is 71 times that a child’s body will be injected with a disease"" for immunizations.",https://www.politifact.com/factchecks/2013/jun/29/jason-conger/are-oregon-children-subjected-71-immunization-shot/,"June 29, 2013",Jason Conger,false
Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,https://www.politifact.com/factchecks/2013/jun/28/gene-green/gene-green-says-student-loan-interest-rates-will-d/,"June 28, 2013",Gene Green,mostly-true
"Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with ""taxpayer-funded health care for life.""",https://www.politifact.com/factchecks/2013/jun/28/patriot-majority-usa/pro-democratic-group-says-rep-tom-cotton-voted-giv/,"June 28, 2013",Patriot Majority USA,pants-fire
"Says Wendy Davis, ""born into difficult circumstances,"" was the daughter of a single mother and a teenage mother herself.",https://www.politifact.com/factchecks/2013/jun/28/rick-perry/rick-perry-says-wendy-davis-daughter-single-mother/,"June 28, 2013",Rick Perry,half-true
"Recent record-low water levels in Lake Michigan are evidence that global warming is leading to ""the evaporation of our Great Lakes.""",https://www.politifact.com/factchecks/2013/jun/28/richard-durbin/dick-durbin-says-global-warming-leading-evaporatio/,"June 28, 2013",Richard Durbin,half-true
"The Southern Baptist Convention voted 13 years ago ""that women were inferior and had to be subservient to their husbands.""",https://www.politifact.com/factchecks/2013/jun/28/jimmy-carter/carter-baptist-group-diminishes-roles-women/,"June 28, 2013",Jimmy Carter,barely-true
"A private school tax break in the Wisconsin state budget is ""the most generous in the nation.""",https://www.politifact.com/factchecks/2013/jun/28/tony-evers/wisconsins-new-private-school-tax-break-most-gener/,"June 27, 2013",Tony Evers,half-true
"The Senate immigration bill ""has immediate legalization ... and the border security is sometime in the future, and just like in 1986, it's designed never to come into being.""",https://www.politifact.com/factchecks/2013/jun/27/ted-cruz/border-security-immigration-bill-designed-never/,"June 27, 2013",Ted Cruz,barely-true
"The immigration bill ""has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.""",https://www.politifact.com/factchecks/2013/jun/27/jeff-sessions/sen-jeff-sessions-says-immigration-bill-has-provis/,"June 27, 2013",Jeff Sessions,false
"Says unsuccessful Texas abortion legislation ""was supported by a majority of"" Texans.",https://www.politifact.com/factchecks/2013/jun/27/jerry-patterson/jerry-patterson-says-majority-texans-support-faile/,"June 27, 2013",Jerry Patterson,barely-true
Says Delaware County has more waterfront property than any other county in the state of Ohio,https://www.politifact.com/factchecks/2013/jun/27/kris-jordan/ohio-sen-kris-jordan-says-delaware-county-lays-cla/,"June 27, 2013",Kris Jordan,true
"As a student at Occidental College in Los Angeles from 1979 to 1981, ""there were days where folks couldn't go outside. … because of all the pollution in the air.""",https://www.politifact.com/factchecks/2013/jun/26/barack-obama/barack-obama-says-when-he-went-college-los-angeles/,"June 26, 2013",Barack Obama,mostly-true
"The immigration bill includes free ""Obamacars,"" motorcycles or scooters.",https://www.politifact.com/factchecks/2013/jun/26/blog-posting/does-immigration-bill-include-free-obamacars-teens/,"June 26, 2013",Bloggers,pants-fire
"U.S. Rep. Phil Gingrey wants public schools to teach women to ""stay in their place.""",https://www.politifact.com/factchecks/2013/jun/26/lauren-benedict/fundraising-email-puts-words-gingreys-mouth/,"June 26, 2013",Lauren Benedict,pants-fire
"""If you are born poor in America, we rank ninth or tenth in our citizens’ ability to climb up through that ladder and get themselves into the middle class.""",https://www.politifact.com/factchecks/2013/jun/26/tim-ryan/rep-tim-ryan-says-united-states-ranks-behind-other/,"June 26, 2013",Tim Ryan,mostly-true
"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsin’s school voucher program ""could cost nearly $2 billion annually""",https://www.politifact.com/factchecks/2013/jun/26/peter-barca/nearly-2-billion-year-expand-school-vouchers-state/,"June 26, 2013",Peter Barca,pants-fire
Says 92 percent of Texas counties had no abortion provider in 2008.,https://www.politifact.com/factchecks/2013/jun/25/wendy-davis/wendy-davis-says-92-percent-texas-counties-had-no-/,"June 25, 2013",Wendy Davis,mostly-true
"Says proposed teacher contract ""would layer on more restrictive rules.""",https://www.politifact.com/factchecks/2013/jun/25/portland-public-schools/does-proposed-portland-teacher-contract-include-mo/,"June 25, 2013",Portland Public Schools,true
